14611,,,
14612,Tom has a heavy workload.,This heavy workload is too much for me.,"Tom was advised, for medical reasons, to cut back on his workload."
14613,,,
14614,,,
14615,,,
14616,Could you wrap it in Christmas wrapping?,Would you mind wrapping it up as a gift?,I'll spend at least two hours wrapping all these Christmas presents.
14617,,,
14618,,,
14619,,,
14620,I think Tom has been wrongfully accused.,Dan was wrongfully convicted of murdering his wife.,I was wrongfully punished.
14621,,,
14622,,,
14623,That's just a yarn.,The baby tangled the ball of yarn.,The kitten rolled the yarn across the floor.
14624,,,
14625,,,
14626,The Tokaido Line was crippled by the typhoon.,"Old and crippled, he had courage enough to do the work.",The victim was crippled by dogs.
14627,,,
14628,Hold the handrail.,Hold on to the handrail.,Hold on firmly to the handrail.
14629,I hope your mother will regain her health soon.,Tom never did regain his memory after the accident.,This is the word to regain our dignity.
14630,Tom feels unwanted.,I keep receiving unwanted emails.,There are always so many unwanted gifts in the house after Christmas.
14631,,,
14632,,,
14633,I'm telling you this confidentially.,Your reports will of course be treated confidentially.,I will talk to him confidentially.
14634,He told his wife to stop impulsively shopping.,Women are impulsively attracted to men who appear to be masculine.,I impulsively bought some croquettes because they were on sale.
14635,The Ukrainian language is very melodious.,Certain pieces of music would be more melodious an octave higher.,The song of this bird is very melodious.
14636,The man lay motionless.,A dog jumped onto the chair and lay motionless for five minutes.,A cat jumped onto the chair and lay motionless.
14637,Mary was still wearing a nightgown when Tom got to her house at noon.,She has this pretty lace nightgown with straps.,Layla was wearing her nightgown.
14638,They like to reminisce.,My grandfather loves to reminisce about his youth.,I wonder if they will reminisce about all past events.
14639,I love the scrapbook Tom made for me.,Let me show you my scrapbook.,Rima took out her scrapbook and checked something.
14640,In the end the bill was forced into being withdrawn.,Decision to disallow Medicaid for second cochlea implant withdrawn.,American forces were withdrawn.
14641,,,
14642,Tom passed away last winter after a long battle with Alzheimer's disease.,Alzheimer's disease affects mainly people older than 60 years.,He gave a speech about Alzheimer's disease.
14643,Do tigers purr?,I cannot purr like a cat. I'm a dog!,Why do cats purr?
14644,Tom mistakenly ate his entree with his salad fork.,I think I mistakenly deleted that file.,I think I mistakenly sent that email to Tom.
14645,You should rethink this program.,Hold it! We need to rethink our strategy here.,I'll have to have a rethink about it.
14646,,,
14647,,,
14648,,,
14649,E-eh? I somehow seem to feel a very threatening aura...,"""Did I really sigh?"" ""While giving out an aura of unhappiness.""",She was an intelligent woman with an erotic aura.
14650,,,
14651,,,
14652,Of course you can trust me. Have I ever given you a bum steer before?,I'm a good-for-nothing bum.,Look at that one there. He's such a lazy bum!
14653,,,
14654,,,
14655,,,
14656,,,
14657,,,
14658,The kidnapper told me he'd kill Tom if I didn't show up alone.,Police arrested the kidnapper.,I hope they catch the kidnapper.
14659,"Playtime is over, Dan.",It's playtime.,Don't forget to give the rabbit some playtime and exercise.
14660,We find ourselves in the twilight of our civilization.,There was eternal twilight in the place.,The twilight came on.
14661,The window washer lost his grip and fell to his death.,Move the clothes from the washer to the dryer before they start to mildew.,"Before you screw on the nut, put a washer on it."
14662,A red light was glowing in the dark.,The coal was glowing in the fire.,Tom wrote Mary a glowing recommendation.
14663,I second his nomination.,She won an Oscar nomination for best supporting actress.,He accepted the nomination.
14664,,,
14665,,,
14666,,,
14667,Take seasickness medication at least an hour before you board.,"The Bolsheviks smeared Bundists as ""Zionists with seasickness.""",Her seasickness wasn't helped by the choppy sea.
14668,An ulcer forms in the stomach.,I have an ulcer in my mouth.,I have an ulcer.
14669,,,
14670,,,
14671,There's a bus stop neighbouring our school.,The border between the two neighbouring countries remains closed.,The two neighbouring countries differ from each other in all respects.
14672,He is no more than a dreamer.,He is nothing more than a dreamer.,"She is, in a word, a dreamer."
14673,,,
14674,You're my good omen.,"It was the midnight of Friday, 13th; nothing of ill omen was apparent.",Dreaming of lightning is a bad omen.
14675,The peacock (Inachis io) is a beautiful and easily recognizable butterfly.,Modern English begins to be recognizable at Shakespeare's time.,They are no longer recognizable.
14676,The speedometer is recording 100 mph now.,A telephone recording tells you what time the concert starts.,Please play it back for me after you've finished the recording.
14677,,,
14678,Don't ask an elm tree for pears.,The Elm Fork John Brown Gun Club are heroes.,"Maple, elm, beech, poplar."
14679,I walked along the footpath.,Tom found a wallet on the footpath.,There is no footpath on this flyover.
14680,My premonition turned out to be right.,I had a premonition that something wasn't right.,I had a premonition of Tom dying.
14681,I heard a thump.,Sami heard a thump.,Tom heard a thump.
14682,,,
14683,I found out where to buy fruit cheaply.,I sold my books cheaply.,We were all pleased to be so cheaply quit of him.
14684,"Knowledge is like manure, it's only good when spread.",Organic chicken manure is high in nitrogen.,You've parked yourself like manure on a field.
14685,,,
14686,,,
14687,What I can't bear is the sound of chalk squeaking on a chalkboard.,On the chalkboard is written your new timetable.,The math professor wrote the proof on the chalkboard.
14688,,,
14689,"Frankly speaking, this 'on board' means ""doesn't have a graphics card"".",Does bump mapping generate more graphics load than parallax?,What is the difference between raster and vector graphics?
14690,,,
14691,,,
14692,,,
14693,,,
14694,It's borderline.,You really ought to wash your hands of this borderline illegal work.,Layla suffered from borderline personality disorder.
14695,,,
14696,,,
14697,The sky was fiery with the setting sun.,I recognized her by her fiery red hair.,"She is a vivid, playful and fiery girl."
14698,Production has remarkably increased.,She is remarkably attractive.,My husband has five or six brains which are remarkably irrigated.
14699,,,
14700,,,
14701,We must learn to meet adversity gracefully.,I want to age gracefully.,She bore herself gracefully.
14702,,,
14703,,,
14704,We never meet without parting.,We never meet without a parting.,Tom lost no time in parting with the money.
14705,,,
14706,We ate corn on the cob for dinner yesterday.,I love to eat corn on the cob.,Corn on the cob is a summer delight.
14707,,,
14708,The pickled radish needs a touch of salt.,This sushi is seasoned with plenty of horse-radish.,How do I make a salad with just one radish?
14709,This carving knife ... it's one made by a famous swordsmith.,We had a pumpkin-carving party.,Tom likes carving pipes.
14710,,,
14711,,,
14712,,,
14713,,,
14714,,,
14715,,,
14716,,,
14717,,,
14718,And thus the lion fell in love with the ewe.,I am shearing the ewe.,She sheared a ewe.
14719,Could you please find the missing key. I can't open the pantry.,I have plenty of things to eat in the pantry.,Someone swept the pantry.
14720,,,
14721,The soldiers were regarded as cannon fodder.,Don’t fool yourself. Grain is grass. Don’t waste your money on fodder.,His behavior provides fodder for comments.
14722,Neither fish nor fowl.,This is a fowl.,This region is famous for its fowl.
14723,,,
14724,,,
14725,He couldn't corral his anger.,NASA wants to corral an asteroid.,Ziri got the sheep in the corral.
14726,,,
14727,,,
14728,Mother-in-law and daughter-in-law are a tempest and hailstorm.,The hailstorm ruined crops.,It's a hailstorm.
14729,The locust made a big jump.,That's not a grasshopper. It's a locust!,"That's not a locust, that's a grasshopper!"
14730,,,
14731,,,
14732,She looks sorrowful and forlorn.,Everything is transient and therefore sorrowful.,You know I am a bit sorrowful.
14733,I got a rash from cosmetics.,"And if we have time, I'd like to take a look at their cosmetics.",That store no longer sells cosmetics.
14734,"In a past-oriented society, people dwell on the past and on tradition.",The strength of the firm is attributed to its future-oriented strategy.,He is a self-oriented person.
14735,,,
14736,You've got to give up gambling once and for all.,You might as well throw your money away as spend it on gambling.,"Once you get the taste for gambling, it's hard to give it up."
14737,History is replete with the stories of unappreciated genius.,Do you feel unappreciated?,I feel unappreciated.
14738,The scenery's supposed to be breathtaking.,"The mountains could be seen from afar, and it was a breathtaking sight.",The artistic beauty of the garden is really breathtaking.
14739,,,
14740,Where's the loo?,Tom is on the loo.,"Child: ""I need to go to the loo."" - Mother: ""Number one or number two?"""
14741,He's a nonsmoker.,Tom is a nonsmoker.,I'm a nonsmoker.
14742,The outraged employee resigned at once.,I was outraged by his answer.,I'm outraged.
14743,,,
14744,,,
14745,,,
14746,,,
14747,I have a mindfulness meditation practice.,"Mindfulness about the ""now"" is important in Zen.","Read the Buddhist work ""Anapanasati (Mindfulness of Breathing)."""
14748,,,
14749,Mary practices rhythmic gymnastics.,Rhythmic gymnastics is a beautiful sport for girls.,They dipped and raised their oars in a rhythmic fashion.
14750,The adrenal glands secrete adrenalin.,Epinephrine is also known as adrenalin.,Adriano gave Rima an adrenalin shot.
14751,We used emergency measures to revive the cardiac arrest patient.,She has cardiac arrhythmia.,The cause of death was cardiac arrest.
